code,1,code,2,code,3,code,5,code,6,code,11,code,12,code,16,code,17,code,19,code,27,code,66,code,101,code,151,code,175,code,267,code,288,code,286,code,288,code,669,code,688,code,700,code,762,code,823,code,857,code,883,code,939,code,941,code,1038,code,1044,code,1088,code,1093,code,1109,code,1113,code,1177,code,1299,code,1398,code,1928,code,1997,code,2007,code,2018,code,2313,code,2318,code,2319,code,2382,code,2388,code,2628,code,3328,code,3988,,
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,,
11/03/19,79.75,11/03/19,91.6,11/03/19,18.16,11/03/19,64.45,11/03/19,54.55,11/03/19,188.8,11/03/19,44.45,11/03/19,129.2,11/03/19,12.4,11/03/19,91.3,11/03/19,51.45,11/03/19,46.95,11/03/19,18.92,11/03/19,6.11,11/03/19,13.92,11/03/19,11.84,11/03/19,7.27,11/03/19,0.57,11/03/19,7.27,11/03/19,50.75,11/03/19,27.9,11/03/19,354.8,11/03/19,9.36,11/03/19,88,11/03/19,5.06,11/03/19,13.24,11/03/19,6.95,11/03/19,82.95,11/03/19,65,11/03/19,64.25,11/03/19,18.74,11/03/19,13.38,11/03/19,29.95,11/03/19,63.25,11/03/19,6.95,11/03/19,76.8,11/03/19,5.91,11/03/19,37.65,11/03/19,58.3,11/03/19,10.6,11/03/19,47.25,11/03/19,103.4,11/03/19,81,11/03/19,24.95,11/03/19,92,11/03/19,32.3,11/03/19,20.9,11/03/19,6.55,11/03/19,3.64,,0
12/03/19,80.4,12/03/19,91.9,12/03/19,18.26,12/03/19,64.85,12/03/19,54.9,12/03/19,189.4,12/03/19,44.95,12/03/19,129.7,12/03/19,12.56,12/03/19,92.4,12/03/19,52.2,12/03/19,47,12/03/19,19.04,12/03/19,6.25,12/03/19,14.08,12/03/19,11.9,12/03/19,7.74,12/03/19,0.57,12/03/19,7.74,12/03/19,51.9,12/03/19,28.4,12/03/19,361,12/03/19,9.71,12/03/19,88.8,12/03/19,5.12,12/03/19,13.36,12/03/19,7.06,12/03/19,84.6,12/03/19,65.45,12/03/19,66.2,12/03/19,18.88,12/03/19,13.64,12/03/19,31.05,12/03/19,64.55,12/03/19,7.06,12/03/19,78.15,12/03/19,6.01,12/03/19,37.95,12/03/19,58.4,12/03/19,11.06,12/03/19,47.95,12/03/19,104.1,12/03/19,82.7,12/03/19,24.7,12/03/19,92.8,12/03/19,32.55,12/03/19,21.3,12/03/19,6.6,12/03/19,3.7,,0
13/03/19,80,13/03/19,91.35,13/03/19,18.28,13/03/19,64.4,13/03/19,54.65,13/03/19,188.6,13/03/19,44.75,13/03/19,130.3,13/03/19,12.56,13/03/19,92.85,13/03/19,51.85,13/03/19,46.95,13/03/19,19.06,13/03/19,6.2,13/03/19,13.94,13/03/19,11.76,13/03/19,7.6,13/03/19,0.57,13/03/19,7.6,13/03/19,51.25,13/03/19,28.3,13/03/19,358.4,13/03/19,9.63,13/03/19,88.35,13/03/19,5.1,13/03/19,13.26,13/03/19,7,13/03/19,84.4,13/03/19,65.3,13/03/19,63.2,13/03/19,18.82,13/03/19,13.32,13/03/19,30.8,13/03/19,64.8,13/03/19,6.79,13/03/19,78.7,13/03/19,5.97,13/03/19,37.65,13/03/19,57.2,13/03/19,11.1,13/03/19,46.75,13/03/19,102.9,13/03/19,84,13/03/19,24.5,13/03/19,94.55,13/03/19,32.25,13/03/19,21.35,13/03/19,6.59,13/03/19,3.66,,0
14/03/19,80.3,14/03/19,91.1,14/03/19,18.3,14/03/19,64.65,14/03/19,54.75,14/03/19,190.4,14/03/19,44.6,14/03/19,129.2,14/03/19,12.64,14/03/19,92.35,14/03/19,51.55,14/03/19,47.7,14/03/19,18.92,14/03/19,6.26,14/03/19,13.68,14/03/19,11.74,14/03/19,7.46,14/03/19,0.57,14/03/19,7.46,14/03/19,50.5,14/03/19,28.2,14/03/19,357.6,14/03/19,9.95,14/03/19,87.35,14/03/19,5.12,14/03/19,13.76,14/03/19,6.97,14/03/19,85.5,14/03/19,65.55,14/03/19,64.7,14/03/19,19.08,14/03/19,13,14/03/19,30.35,14/03/19,65.55,14/03/19,6.67,14/03/19,78.75,14/03/19,5.97,14/03/19,37.15,14/03/19,57.45,14/03/19,11.14,14/03/19,45.25,14/03/19,106.2,14/03/19,85.35,14/03/19,24.75,14/03/19,91.45,14/03/19,32.4,14/03/19,21.15,14/03/19,6.58,14/03/19,3.66,,0
15/03/19,80.9,15/03/19,91.15,15/03/19,18.26,15/03/19,64.85,15/03/19,55.1,15/03/19,190.5,15/03/19,44.9,15/03/19,129.3,15/03/19,12.74,15/03/19,95.2,15/03/19,52.9,15/03/19,47.55,15/03/19,19.04,15/03/19,6.22,15/03/19,13.82,15/03/19,11.78,15/03/19,7.8,15/03/19,0.57,15/03/19,7.8,15/03/19,50.75,15/03/19,28.45,15/03/19,359,15/03/19,9.94,15/03/19,86.65,15/03/19,5.1,15/03/19,14.16,15/03/19,7,15/03/19,85.95,15/03/19,65.45,15/03/19,64.55,15/03/19,19.14,15/03/19,13.46,15/03/19,31.2,15/03/19,65.75,15/03/19,6.87,15/03/19,78.5,15/03/19,5.97,15/03/19,38.3,15/03/19,57.2,15/03/19,11.3,15/03/19,45.5,15/03/19,104.7,15/03/19,86.25,15/03/19,24.9,15/03/19,96.15,15/03/19,32.5,15/03/19,21.2,15/03/19,6.7,15/03/19,3.68,,0
18/03/19,80.95,18/03/19,91.7,18/03/19,18.38,18/03/19,65.1,18/03/19,55.15,18/03/19,191.8,18/03/19,45.45,18/03/19,130.6,18/03/19,12.8,18/03/19,96.25,18/03/19,53.8,18/03/19,47.7,18/03/19,19.16,18/03/19,6.37,18/03/19,14.28,18/03/19,11.88,18/03/19,8.22,18/03/19,0.57,18/03/19,8.22,18/03/19,50.9,18/03/19,30.45,18/03/19,368.8,18/03/19,10.3,18/03/19,87.3,18/03/19,5.23,18/03/19,14.02,18/03/19,7.05,18/03/19,86.9,18/03/19,65.85,18/03/19,66.65,18/03/19,19.54,18/03/19,13.96,18/03/19,34.05,18/03/19,66.25,18/03/19,7.02,18/03/19,79.05,18/03/19,6.03,18/03/19,38.25,18/03/19,58.2,18/03/19,11.68,18/03/19,45.75,18/03/19,109.3,18/03/19,87.45,18/03/19,26.35,18/03/19,98.35,18/03/19,32.85,18/03/19,21.7,18/03/19,6.69,18/03/19,3.71,,0
19/03/19,80.45,19/03/19,91,19/03/19,18.36,19/03/19,65.35,19/03/19,54.65,19/03/19,192,19/03/19,45.6,19/03/19,130.8,19/03/19,12.82,19/03/19,98.9,19/03/19,54,19/03/19,47.9,19/03/19,19.2,19/03/19,6.4,19/03/19,14.44,19/03/19,11.84,19/03/19,8.67,19/03/19,0.57,19/03/19,8.67,19/03/19,51.2,19/03/19,30.55,19/03/19,370,19/03/19,10.56,19/03/19,88.1,19/03/19,5.36,19/03/19,13.88,19/03/19,7.07,19/03/19,87,19/03/19,65.55,19/03/19,65.15,19/03/19,19.5,19/03/19,14.42,19/03/19,33.8,19/03/19,67.45,19/03/19,7.38,19/03/19,78.3,19/03/19,6.04,19/03/19,38.3,19/03/19,59,19/03/19,12.02,19/03/19,45.9,19/03/19,107.1,19/03/19,87.9,19/03/19,26.3,19/03/19,97.25,19/03/19,33.1,19/03/19,21.75,19/03/19,6.64,19/03/19,3.72,,0
20/03/19,82.5,20/03/19,90,20/03/19,18.04,20/03/19,65.05,20/03/19,54.45,20/03/19,190.4,20/03/19,46.1,20/03/19,130.6,20/03/19,12.7,20/03/19,100.5,20/03/19,53.3,20/03/19,47.2,20/03/19,19.16,20/03/19,6.49,20/03/19,14.1,20/03/19,11.76,20/03/19,8.5,20/03/19,0.6,20/03/19,8.5,20/03/19,51.1,20/03/19,29.95,20/03/19,370,20/03/19,10.56,20/03/19,87.25,20/03/19,5.38,20/03/19,13.82,20/03/19,7.02,20/03/19,87.25,20/03/19,65.65,20/03/19,68.65,20/03/19,19.48,20/03/19,14.48,20/03/19,33.25,20/03/19,67.5,20/03/19,7.13,20/03/19,77.5,20/03/19,6,20/03/19,38.25,20/03/19,58.6,20/03/19,12.12,20/03/19,45,20/03/19,106.6,20/03/19,87.75,20/03/19,26.7,20/03/19,95.6,20/03/19,33.2,20/03/19,21.45,20/03/19,6.58,20/03/19,3.68,,0
21/03/19,81.6,21/03/19,90.65,21/03/19,18.4,21/03/19,64.8,21/03/19,53.65,21/03/19,191.1,21/03/19,47.2,21/03/19,130.2,21/03/19,12.46,21/03/19,99.75,21/03/19,53.9,21/03/19,47.2,21/03/19,18.96,21/03/19,6.51,21/03/19,14.42,21/03/19,11.72,21/03/19,8.47,21/03/19,0.59,21/03/19,8.47,21/03/19,50.3,21/03/19,29,21/03/19,363,21/03/19,10.44,21/03/19,87.3,21/03/19,5.39,21/03/19,14.02,21/03/19,6.95,21/03/19,83.1,21/03/19,63.5,21/03/19,68.05,21/03/19,19.42,21/03/19,15,21/03/19,32.45,21/03/19,67.2,21/03/19,7.35,21/03/19,76.25,21/03/19,5.97,21/03/19,38.65,21/03/19,58,21/03/19,12.2,21/03/19,44.9,21/03/19,105.6,21/03/19,87.1,21/03/19,26.55,21/03/19,92.75,21/03/19,33.3,21/03/19,21.5,21/03/19,6.56,21/03/19,3.66,,0
22/03/19,83.8,22/03/19,91.15,22/03/19,18.32,22/03/19,64.75,22/03/19,53.9,22/03/19,191.6,22/03/19,47.65,22/03/19,130.7,22/03/19,12.28,22/03/19,99.7,22/03/19,53.85,22/03/19,47.3,22/03/19,19.06,22/03/19,6.48,22/03/19,15.24,22/03/19,11.7,22/03/19,8.47,22/03/19,0.54,22/03/19,8.47,22/03/19,50.7,22/03/19,28.6,22/03/19,365,22/03/19,10.22,22/03/19,88.05,22/03/19,5.28,22/03/19,14.1,22/03/19,6.94,22/03/19,81.9,22/03/19,63.5,22/03/19,68.1,22/03/19,19.66,22/03/19,15.04,22/03/19,32.45,22/03/19,68.2,22/03/19,7.3,22/03/19,77.1,22/03/19,5.96,22/03/19,38.45,22/03/19,58.05,22/03/19,12.2,22/03/19,46.45,22/03/19,107.5,22/03/19,86.5,22/03/19,26.65,22/03/19,92.7,22/03/19,33,22/03/19,21.25,22/03/19,6.55,22/03/19,3.66,,0
25/03/19,82.95,25/03/19,90.35,25/03/19,18.22,25/03/19,63.7,25/03/19,53.75,25/03/19,189.6,25/03/19,47.45,25/03/19,130,25/03/19,12.18,25/03/19,98.5,25/03/19,51.55,25/03/19,46.8,25/03/19,18.68,25/03/19,6.33,25/03/19,14.72,25/03/19,11.52,25/03/19,8.35,25/03/19,0.57,25/03/19,8.35,25/03/19,49.95,25/03/19,28.3,25/03/19,353.8,25/03/19,10.14,25/03/19,88.4,25/03/19,5.08,25/03/19,13.52,25/03/19,6.81,25/03/19,81.35,25/03/19,63.35,25/03/19,66.7,25/03/19,18.3,25/03/19,14.34,25/03/19,32.15,25/03/19,67.75,25/03/19,7,25/03/19,75.4,25/03/19,5.82,25/03/19,37.35,25/03/19,57.2,25/03/19,12,25/03/19,48.6,25/03/19,100.8,25/03/19,84.45,25/03/19,26.2,25/03/19,91.1,25/03/19,32.45,25/03/19,20.45,25/03/19,6.46,25/03/19,3.59,,0
26/03/19,83,26/03/19,90.7,26/03/19,18.36,26/03/19,63.9,26/03/19,53.9,26/03/19,191.4,26/03/19,47.9,26/03/19,129.9,26/03/19,12.22,26/03/19,98.6,26/03/19,51.8,26/03/19,47.5,26/03/19,18.92,26/03/19,6.44,26/03/19,14.84,26/03/19,11.5,26/03/19,8.42,26/03/19,0.57,26/03/19,8.42,26/03/19,50.95,26/03/19,28.3,26/03/19,351.4,26/03/19,10.22,26/03/19,88.5,26/03/19,5.08,26/03/19,13.82,26/03/19,6.8,26/03/19,80.7,26/03/19,63.45,26/03/19,67.85,26/03/19,17.96,26/03/19,14.12,26/03/19,32.65,26/03/19,68.45,26/03/19,6.95,26/03/19,75.65,26/03/19,5.8,26/03/19,37.5,26/03/19,57.45,26/03/19,11.96,26/03/19,47.15,26/03/19,104.2,26/03/19,84.9,26/03/19,26.5,26/03/19,92.8,26/03/19,32.2,26/03/19,20.25,26/03/19,6.42,26/03/19,3.58,,0
27/03/19,82.1,27/03/19,90.15,27/03/19,18.42,27/03/19,63.85,27/03/19,53.75,27/03/19,190.7,27/03/19,48.6,27/03/19,130.8,27/03/19,12.48,27/03/19,97.85,27/03/19,52.5,27/03/19,47.55,27/03/19,19.16,27/03/19,6.49,27/03/19,14.86,27/03/19,11.46,27/03/19,8.59,27/03/19,0.56,27/03/19,8.59,27/03/19,51.3,27/03/19,28.7,27/03/19,354.6,27/03/19,10.12,27/03/19,88.45,27/03/19,5.11,27/03/19,14.36,27/03/19,6.86,27/03/19,80.3,27/03/19,63.5,27/03/19,69.5,27/03/19,17.7,27/03/19,14.4,27/03/19,33.6,27/03/19,69.9,27/03/19,6.98,27/03/19,76.35,27/03/19,5.81,27/03/19,38.6,27/03/19,57.35,27/03/19,12.16,27/03/19,46.4,27/03/19,103.2,27/03/19,85.3,27/03/19,26.5,27/03/19,92.7,27/03/19,32.2,27/03/19,20.45,27/03/19,6.42,27/03/19,3.58,,0
28/03/19,82.5,28/03/19,90.35,28/03/19,18.5,28/03/19,63.7,28/03/19,53.95,28/03/19,191.7,28/03/19,48.85,28/03/19,133.6,28/03/19,12.76,28/03/19,99.45,28/03/19,52.15,28/03/19,47.85,28/03/19,19.14,28/03/19,6.51,28/03/19,14.8,28/03/19,11.56,28/03/19,8.51,28/03/19,0.57,28/03/19,8.51,28/03/19,52.1,28/03/19,28.75,28/03/19,354,28/03/19,10.3,28/03/19,91.3,28/03/19,5.11,28/03/19,14.32,28/03/19,6.82,28/03/19,80.3,28/03/19,64.05,28/03/19,69,28/03/19,17.72,28/03/19,14.38,28/03/19,33.65,28/03/19,70.25,28/03/19,6.91,28/03/19,76.4,28/03/19,5.8,28/03/19,38.85,28/03/19,58.65,28/03/19,12.1,28/03/19,46.1,28/03/19,103.4,28/03/19,85.75,28/03/19,27.95,28/03/19,92.8,28/03/19,32.15,28/03/19,20.35,28/03/19,6.43,28/03/19,3.59,,0
29/03/19,82.45,29/03/19,91,29/03/19,18.82,29/03/19,63.9,29/03/19,54.45,29/03/19,193.7,29/03/19,49.9,29/03/19,134.7,29/03/19,13.02,29/03/19,101,29/03/19,53.45,29/03/19,48.6,29/03/19,19.16,29/03/19,6.52,29/03/19,15,29/03/19,11.72,29/03/19,8.4,29/03/19,0.6,29/03/19,8.4,29/03/19,52.75,29/03/19,29.8,29/03/19,361,29/03/19,9.95,29/03/19,91.8,29/03/19,5.09,29/03/19,14.7,29/03/19,6.73,29/03/19,80,29/03/19,64.45,29/03/19,68.8,29/03/19,17.9,29/03/19,14.6,29/03/19,35.2,29/03/19,69.8,29/03/19,7.16,29/03/19,78.15,29/03/19,5.75,29/03/19,39.45,29/03/19,58.45,29/03/19,12.26,29/03/19,46.45,29/03/19,105.2,29/03/19,87.9,29/03/19,29.2,29/03/19,93.75,29/03/19,32.5,29/03/19,21.1,29/03/19,6.43,29/03/19,3.56,,0
01/04/19,84.1,01/04/19,91.65,01/04/19,19.12,01/04/19,64.75,01/04/19,54.6,01/04/19,195.7,01/04/19,50.05,01/04/19,141.4,01/04/19,13.7,01/04/19,102.2,01/04/19,56.65,01/04/19,48.9,01/04/19,19.92,01/04/19,6.53,01/04/19,15.56,01/04/19,11.88,01/04/19,8.7,01/04/19,0.6,01/04/19,8.7,01/04/19,54.15,01/04/19,30.95,01/04/19,365,01/04/19,10.06,01/04/19,92.55,01/04/19,5.15,01/04/19,14.94,01/04/19,6.9,01/04/19,78.1,01/04/19,64.6,01/04/19,69.1,01/04/19,18.06,01/04/19,14.92,01/04/19,36,01/04/19,71.85,01/04/19,7.32,01/04/19,79.1,01/04/19,5.91,01/04/19,41.45,01/04/19,59.6,01/04/19,12.46,01/04/19,47.55,01/04/19,107,01/04/19,90,01/04/19,29.2,01/04/19,96.9,01/04/19,34.6,01/04/19,21.4,01/04/19,6.51,01/04/19,3.69,,0
02/04/19,85,02/04/19,91,02/04/19,19.14,02/04/19,65.45,02/04/19,54.3,02/04/19,196.6,02/04/19,49.9,02/04/19,141.3,02/04/19,13.84,02/04/19,101.2,02/04/19,58.95,02/04/19,49,02/04/19,19.8,02/04/19,6.51,02/04/19,15.82,02/04/19,12.06,02/04/19,8.67,02/04/19,0.58,02/04/19,8.67,02/04/19,55.9,02/04/19,30.55,02/04/19,366,02/04/19,10.1,02/04/19,92.5,02/04/19,5.15,02/04/19,14.7,02/04/19,6.88,02/04/19,78.35,02/04/19,64.3,02/04/19,68.7,02/04/19,17.88,02/04/19,14.96,02/04/19,35.8,02/04/19,71.95,02/04/19,7.25,02/04/19,80,02/04/19,5.9,02/04/19,42.3,02/04/19,58.55,02/04/19,12.4,02/04/19,48.25,02/04/19,105,02/04/19,88.7,02/04/19,28.6,02/04/19,97,02/04/19,34.75,02/04/19,21.45,02/04/19,6.47,02/04/19,3.71,,0
03/04/19,85.95,03/04/19,91.35,03/04/19,19.26,03/04/19,66.4,03/04/19,54.5,03/04/19,196.7,03/04/19,49.95,03/04/19,141.6,03/04/19,13.88,03/04/19,102.3,03/04/19,60.75,03/04/19,49,03/04/19,19.74,03/04/19,6.71,03/04/19,16.36,03/04/19,12.1,03/04/19,8.74,03/04/19,0.57,03/04/19,8.74,03/04/19,56.2,03/04/19,30.4,03/04/19,378,03/04/19,9.98,03/04/19,93.05,03/04/19,5.19,03/04/19,14.64,03/04/19,6.92,03/04/19,80.05,03/04/19,64.4,03/04/19,69.15,03/04/19,18.14,03/04/19,15.18,03/04/19,35.85,03/04/19,72.2,03/04/19,7.48,03/04/19,80.85,03/04/19,5.94,03/04/19,42.4,03/04/19,59.4,03/04/19,12.46,03/04/19,49.9,03/04/19,106.8,03/04/19,91,03/04/19,28.8,03/04/19,98.3,03/04/19,34.85,03/04/19,21.8,03/04/19,6.44,03/04/19,3.75,,0
04/04/19,85.6,04/04/19,91.2,04/04/19,19.1,04/04/19,66.5,04/04/19,54.4,04/04/19,198.4,04/04/19,50.05,04/04/19,141.5,04/04/19,13.76,04/04/19,102.3,04/04/19,61.3,04/04/19,48.65,04/04/19,19.58,04/04/19,6.64,04/04/19,16.76,04/04/19,12.02,04/04/19,8.88,04/04/19,0.57,04/04/19,8.88,04/04/19,57,04/04/19,30.05,04/04/19,376,04/04/19,10.3,04/04/19,92.1,04/04/19,5.21,04/04/19,14.4,04/04/19,6.96,04/04/19,79.5,04/04/19,64.15,04/04/19,69.9,04/04/19,18.06,04/04/19,15.36,04/04/19,35.4,04/04/19,71,04/04/19,7.45,04/04/19,80,04/04/19,5.94,04/04/19,42.6,04/04/19,59.1,04/04/19,12.2,04/04/19,50.4,04/04/19,107.7,04/04/19,91.3,04/04/19,29.3,04/04/19,99.65,04/04/19,35,04/04/19,21.9,04/04/19,6.57,04/04/19,3.75,,0
08/04/19,86,08/04/19,90.55,08/04/19,18.98,08/04/19,66.7,08/04/19,54.4,08/04/19,195.7,08/04/19,50.3,08/04/19,141.3,08/04/19,13.7,08/04/19,100.2,08/04/19,59.85,08/04/19,48.4,08/04/19,19.44,08/04/19,6.64,08/04/19,17.16,08/04/19,12.06,08/04/19,9.06,08/04/19,0.57,08/04/19,9.06,08/04/19,56.6,08/04/19,30.05,08/04/19,380.2,08/04/19,10,08/04/19,92.15,08/04/19,5.28,08/04/19,14.9,08/04/19,7.01,08/04/19,78.35,08/04/19,62.85,08/04/19,71.2,08/04/19,18.14,08/04/19,15.92,08/04/19,35.95,08/04/19,70.55,08/04/19,7.98,08/04/19,80,08/04/19,5.96,08/04/19,42,08/04/19,58.85,08/04/19,12.56,08/04/19,50.5,08/04/19,106.3,08/04/19,93,08/04/19,29.2,08/04/19,104,08/04/19,35.5,08/04/19,21.9,08/04/19,6.62,08/04/19,3.77,,0
09/04/19,86.2,09/04/19,90.6,09/04/19,18.98,09/04/19,67,09/04/19,54.3,09/04/19,197.8,09/04/19,50.2,09/04/19,140.7,09/04/19,13.6,09/04/19,100.9,09/04/19,59.7,09/04/19,48.9,09/04/19,19.44,09/04/19,6.64,09/04/19,17.32,09/04/19,12.08,09/04/19,8.83,09/04/19,0.56,09/04/19,8.83,09/04/19,56.5,09/04/19,30.35,09/04/19,383.6,09/04/19,10.12,09/04/19,93.1,09/04/19,5.3,09/04/19,15.04,09/04/19,6.99,09/04/19,78.1,09/04/19,62.8,09/04/19,70.8,09/04/19,18.24,09/04/19,16.32,09/04/19,35.75,09/04/19,70.5,09/04/19,8.25,09/04/19,79.7,09/04/19,5.91,09/04/19,42.9,09/04/19,59,09/04/19,13.28,09/04/19,53.15,09/04/19,106.9,09/04/19,93.65,09/04/19,30.2,09/04/19,107.2,09/04/19,35.5,09/04/19,21.7,09/04/19,6.64,09/04/19,3.78,,0
10/04/19,85.35,10/04/19,90.1,10/04/19,18.88,10/04/19,66.95,10/04/19,54.2,10/04/19,198,10/04/19,50.85,10/04/19,139.6,10/04/19,13.52,10/04/19,98.6,10/04/19,60.4,10/04/19,48.65,10/04/19,19.4,10/04/19,6.55,10/04/19,17.7,10/04/19,12.1,10/04/19,8.69,10/04/19,0.56,10/04/19,8.69,10/04/19,57.85,10/04/19,30.5,10/04/19,388.8,10/04/19,10.12,10/04/19,93.2,10/04/19,5.23,10/04/19,14.92,10/04/19,6.92,10/04/19,77.85,10/04/19,63,10/04/19,70.65,10/04/19,18.08,10/04/19,16.16,10/04/19,34.85,10/04/19,70.25,10/04/19,8.16,10/04/19,80.25,10/04/19,5.86,10/04/19,43.3,10/04/19,58.85,10/04/19,13.26,10/04/19,53.8,10/04/19,106.2,10/04/19,93.45,10/04/19,29.5,10/04/19,107.7,10/04/19,35.4,10/04/19,21.6,10/04/19,6.64,10/04/19,3.75,,0
11/04/19,84.3,11/04/19,89.6,11/04/19,18.8,11/04/19,66.6,11/04/19,54.2,11/04/19,198.1,11/04/19,49.95,11/04/19,136.8,11/04/19,13.3,11/04/19,98.8,11/04/19,58.05,11/04/19,47.95,11/04/19,18.98,11/04/19,6.49,11/04/19,17.62,11/04/19,11.86,11/04/19,8.59,11/04/19,0.58,11/04/19,8.59,11/04/19,57.4,11/04/19,29.75,11/04/19,391.4,11/04/19,10,11/04/19,92,11/04/19,5.16,11/04/19,14.58,11/04/19,6.87,11/04/19,77.3,11/04/19,62.8,11/04/19,70,11/04/19,17.8,11/04/19,15.88,11/04/19,34.3,11/04/19,68.85,11/04/19,8.04,11/04/19,80,11/04/19,5.83,11/04/19,42.25,11/04/19,57.85,11/04/19,13,11/04/19,52.5,11/04/19,103.9,11/04/19,91.75,11/04/19,28.7,11/04/19,103.8,11/04/19,35.1,11/04/19,21,11/04/19,6.54,11/04/19,3.72,,0
12/04/19,84.25,12/04/19,89.9,12/04/19,18.92,12/04/19,66.9,12/04/19,54.25,12/04/19,198.8,12/04/19,49.95,12/04/19,136,12/04/19,13.42,12/04/19,100.2,12/04/19,58.2,12/04/19,48.7,12/04/19,19.12,12/04/19,6.38,12/04/19,16.9,12/04/19,11.84,12/04/19,8.92,12/04/19,0.58,12/04/19,8.92,12/04/19,57.85,12/04/19,30,12/04/19,393.8,12/04/19,9.85,12/04/19,92.35,12/04/19,5.11,12/04/19,14.72,12/04/19,6.93,12/04/19,77,12/04/19,63,12/04/19,70.7,12/04/19,17.9,12/04/19,15.88,12/04/19,34.5,12/04/19,68.65,12/04/19,8,12/04/19,79.3,12/04/19,5.87,12/04/19,42.5,12/04/19,57.4,12/04/19,13.16,12/04/19,52.6,12/04/19,103.2,12/04/19,92.65,12/04/19,28.9,12/04/19,103.7,12/04/19,35.35,12/04/19,21.05,12/04/19,6.51,12/04/19,3.72,,0
